,h3_index,h3_address,latitude,longitude,geometry,weekday_00,weekday_01,weekday_02,weekday_03,weekday_04,weekday_05,weekday_06,weekday_07,weekday_08,weekday_09,weekday_10,weekday_11,weekday_12,weekday_13,weekday_14,weekday_15,weekday_16,weekday_17,weekday_18,weekday_19,weekday_20,weekday_21,weekday_22,weekday_23,weekend_00,weekend_01,weekend_02,weekend_03,weekend_04,weekend_05,weekend_06,weekend_07,weekend_08,weekend_09,weekend_10,weekend_11,weekend_12,weekend_13,weekend_14,weekend_15,weekend_16,weekend_17,weekend_18,weekend_19,weekend_20,weekend_21,weekend_22,weekend_23
127,128,876520da9ffffff,1.2196488406206196,103.75500320104288,"POLYGON ((103.76797559682817 1.216079441898802, 103.76481733099631 1.2291274828020122, 103.75184419195743 1.2326975361620245, 103.742029740284 1.2232184603938006, 103.74518919364328 1.2101702142618989, 103.75816191136477 1.2066012489339888, 103.76797559682817 1.216079441898802))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,129,876520ca3ffffff,1.3537613800234793,103.71041877067414,"POLYGON ((103.72339966200339 1.350185249367376, 103.72023766400768 1.3632449100393598, 103.70725602960225 1.366821688417406, 103.69743681770333 1.3573377231325918, 103.70060000263561 1.3442778570911098, 103.71358121274734 1.340702161511573, 103.72339966200339 1.350185249367376))",3.7107438016528924,0.0,0.0,0.0,0.0,68.27252252252252,330.9046511627907,572.993690851735,333.87246376811595,120.1550888529887,113.5743879472693,105.3632958801498,132.99031476997578,183.63841807909606,167.19219219219218,124.84151785714286,123.06706114398422,194.27684964200478,230.59736842105264,113.57080610021787,83.08724832214764,53.45067698259188,32.9825918762089,14.706692913385826,4.4974358974358974,0.0,0.0,0.0,0.0,30.430051813471504,96.62626262626263,157.35220125786162,279.51724137931035,260.02777777777777,290.7218045112782,325.8474576271187,323.2654867256637,216.32846715328466,189.6060606060606,193.15079365079364,156.64556962025316,195.52739726027397,168.69677419354838,151.7391304347826,118.83582089552239,74.99358974358974,44.36612021857923,18.98974358974359
129,130,876520d92ffffff,1.3500227286981847,103.85665672756723,"POLYGON ((103.86962702247827 1.346447220941025, 103.86647306098601 1.3595023316754573, 103.8535020204423 1.3630784949699075, 103.84368535726132 1.3535984532251224, 103.8468405107822 1.3405431248181052, 103.85981113567044 1.3369680556361725, 103.86962702247827 1.346447220941025))",4.428720083246618,0.0,0.0,0.0,0.0,26.07764390896921,174.05616438356165,360.7874465049929,455.68918918918916,240.3397435897436,136.90575916230367,100.70370370370371,113.2836676217765,164.8678038379531,165.8814371257485,142.40579710144928,158.9758551307847,231.52549889135256,357.20679886685554,270.265923566879,127.15758293838863,98.48637316561845,67.0609080841639,29.62962962962963,6.457516339869281,0.0,0.0,0.0,0.0,13.664233576642335,79.63913043478261,145.27906976744185,231.65071770334927,230.91463414634146,208.8136200716846,210.46511627906978,255.92635658914728,235.66666666666666,211.65037593984962,203.03831417624522,188.9233449477352,255.36486486486487,261.2894736842105,227.92270531400968,177.70833333333334,133.11284046692606,101.06639004149378,41.669201520912544
130,131,876526340ffffff,1.4342760194024142,103.86051745067603,"POLYGON ((103.87349081367931 1.43069635969269, 103.87033625037043 1.4437577847675855, 103.85736214128214 1.4473380973413135, 103.84754301135985 1.4378558913788622, 103.85069876744701 1.424794245826658, 103.8636724608933 1.421215026522301, 103.87349081367931 1.43069635969269))",0.08620689655172414,0.0,0.0,0.0,0.0,3.0,23.0,42.63157894736842,10.555555555555555,13.647058823529411,5.066666666666666,8.4,5.071428571428571,5.56,4.666666666666667,3.4411764705882355,2.9,5.542857142857143,5.764705882352941,2.6041666666666665,2.0754716981132075,1.471698113207547,1.5714285714285714,0.8867924528301887,0.05263157894736842,0.0,0.0,0.0,0.0,1.6666666666666667,5.769230769230769,9.333333333333334,5.533333333333333,10.727272727272727,7.538461538461538,5.5,8.0,9.88888888888889,5.818181818181818,5.055555555555555,5.4375,12.875,8.555555555555555,6.833333333333333,4.583333333333333,3.9,3.3,0.8823529411764706
131,132,876520c00ffffff,1.2351591365755652,103.65435044518091,"POLYGON ((103.66733058559664 1.231588633901941, 103.66416667849097 1.2446407898507754, 103.65118579653318 1.2482119413480222, 103.64136924918904 1.2387298566349108, 103.64453434039409 1.225677503538813, 103.65751479506159 1.2221074321101675, 103.66733058559664 1.231588633901941))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,133,876520d98ffffff,1.332307802528715,103.78828815197143,"POLYGON ((103.80126264822724 1.328732958375338, 103.79810511316208 1.341788715808257, 103.7851298725534 1.3453642125124379, 103.77531258687033 1.335882862500946, 103.77847131144851 1.3228268937153145, 103.79144613241267 1.3192524861014725, 103.80126264822724 1.328732958375338))",7.955357142857143,0.0,0.0,0.0,0.0,14.03125,440.46938775510205,1071.909090909091,870.6025641025641,329.73873873873873,182.36111111111111,327.9312977099237,317.0328947368421,256.8089171974522,421.4188034188034,493.0827586206897,430.1988950276243,691.231884057971,814.4146341463414,356.4761904761905,159.34177215189874,235.57142857142858,134.85401459854015,33.622754491017965,6.271186440677966,0.0,0.0,0.0,0.0,5.103448275862069,95.8695652173913,490.0,375.0,301.0232558139535,451.7741935483871,574.2222222222222,557.2962962962963,274.48936170212767,191.22222222222223,296.9767441860465,552.2173913043479,591.5652173913044,540.72,246.3783783783784,187.73529411764707,151.975,135.23684210526315,46.66
133,134,876526acaffffff,1.3451998493664004,103.9183464474132,"POLYGON ((103.93131209411244 1.3416247743039629, 103.92816156491546 1.3546776908528833, 103.91519517152994 1.358253424852427, 103.90537971955744 1.3487751431940527, 103.908531442891 1.3357220038846724, 103.92149742427456 1.3321473688018757, 103.93131209411244 1.3416247743039629))",8.658227848101266,0.0,0.0,0.0,0.0,38.978873239436616,353.8059701492537,521.6729559748428,665.8692307692307,338.469696969697,229.53543307086613,129.1122448979592,138.234375,133.30357142857142,130.63978494623655,124.60591133004927,138.92488262910797,295.63583815028903,358.19767441860466,179.96059113300493,108.45933014354067,101.71511627906976,66.22535211267606,40.04705882352941,10.60344827586207,0.0,0.0,0.0,0.0,13.791208791208792,113.93103448275862,190.6315789473684,254.39655172413794,277.9107142857143,254.85245901639345,294.68,222.73846153846154,220.57627118644066,162.8421052631579,179.75384615384615,197.78125,247.0701754385965,234.06666666666666,273.6585365853659,197.06666666666666,151.64,154.02631578947367,67.3125
134,135,876526ac2ffffff,1.3403769456754195,103.98001630513835,"POLYGON ((103.99297727590823 1.3368023098795927, 103.98983018425666 1.3498530169705802, 103.97686846575323 1.3534283150974038, 103.96705424746357 1.3439518022290973, 103.97020253534912 1.3309008672958413, 103.98316384550351 1.3273266728809432, 103.99297727590823 1.3368023098795927))",0.3418141592920354,0.0,0.0,0.0,0.0,0.05803571428571429,2.091869918699187,7.185398655139289,6.824709609292503,4.298672566371682,2.1363301400147385,1.7202553685432385,2.119163763066202,2.123438648052902,2.940909090909091,6.635880398671096,10.574845679012345,9.277496839443742,7.835199004975125,7.551409618573798,4.968827930174563,3.0188248716486026,3.134635691657867,2.4214734437464305,0.5126903553299492,0.0,0.0,0.0,0.0,0.034383954154727794,1.7986111111111112,6.076543209876543,7.022471910112359,4.222222222222222,2.130755064456722,1.5981873111782476,1.7597864768683273,1.8512396694214877,3.04320987654321,8.797435897435898,13.413907284768213,6.986263736263736,5.774683544303797,8.671309192200557,7.056470588235294,6.212464589235127,5.860869565217391,3.689655172413793
135,136,876526a5affffff,1.238475806940527,103.90781120350692,"POLYGON ((103.92077337578824 1.2349060134392231, 103.91762329759885 1.2479510130292863, 103.90466037930244 1.251521468535687, 103.89484795176364 1.242045824734051, 103.89799922294408 1.2290006064224452, 103.9109617288863 1.225431250441293, 103.92077337578824 1.2349060134392231))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,137,876526ad1ffffff,1.3629048199622196,103.9866827935669,"POLYGON ((103.99964417213006 1.359329079828632, 103.99649723033046 1.372381315470655, 103.98353510381529 1.3759577175196456, 103.97372032732454 1.36648077981233, 103.97686846575323 1.3534283150974038, 103.98983018425666 1.3498530169705802, 103.99964417213006 1.359329079828632))",0.8617433414043584,0.0,0.0,0.0,0.0,3.872205820328975,5.4244482173174875,6.747368421052632,8.227435646790486,8.658766120599513,9.046577561765897,7.405455102666258,9.047381546134662,10.378394873359781,12.234567901234568,14.540970128802412,17.527433050293926,16.852713178294575,13.819363222871996,14.741741741741741,11.502704031465093,11.570330843116329,11.83662408052652,4.6924521216672925,1.038709677419355,0.0,0.0,0.0,0.0,3.8813387423935093,6.817913385826771,7.2080062794348505,8.882690730106646,9.064461407972859,9.2367758186398,8.642909090909091,10.342692584593232,12.379682997118156,19.29572338489536,25.173321234119783,33.787048567870485,26.158590308370044,20.922935779816513,21.140531276778063,22.500866551126517,27.303930968360497,25.788378143972245,8.707692307692307
137,138,876520d9effffff,1.3382134346795274,103.81107928393887,"POLYGON ((103.82405238368568 1.3346383696865007, 103.82089603897339 1.3476939136597839, 103.80792219444629 1.3512696321995141, 103.79810511316208 1.341788715808257, 103.80126264822724 1.328732958375338, 103.81423607443938 1.325158330600942, 103.82405238368568 1.3346383696865007))",0.46875,0.0,0.0,0.0,0.0,1.7708333333333333,31.01923076923077,64.11666666666666,39.515625,29.092307692307692,31.582417582417584,31.68,40.266666666666666,57.25471698113208,192.42105263157896,146.9059829059829,118.04511278195488,156.75824175824175,229.56756756756758,74.77981651376147,29.92436974789916,25.557692307692307,12.034782608695652,3.485074626865672,0.6,0.0,0.0,0.0,0.0,1.1851851851851851,7.904761904761905,22.666666666666668,41.333333333333336,58.0,53.0,106.625,95.66666666666667,67.025,52.95348837209303,36.07142857142857,36.55,52.96774193548387,49.8235294117647,61.23076923076923,39.04,28.576923076923077,11.793103448275861,5.2894736842105265
138,139,876520c13ffffff,1.3027699036623575,103.67430867244235,"POLYGON ((103.68729009206783 1.2991961582570106, 103.68412661786236 1.3122529513782275, 103.671144456033 1.31582734434885, 103.66132619491715 1.3063438633041449, 103.6644908544167 1.293286869369308, 103.67747258995554 1.2897135571001832, 103.68729009206783 1.2991961582570106))",0.06666666666666667,0.0,0.0,0.0,0.0,0.38461538461538464,125.1,41.191489361702125,10.401515151515152,9.94047619047619,18.232142857142858,68.37931034482759,149.1904761904762,75.56,59.93939393939394,67.125,130.11111111111111,312.6595744680851,298.84375,150.58695652173913,119.5,48.47222222222222,16.694444444444443,2.4693877551020407,0.0,0.0,0.0,0.0,0.0,0.25,273.0,59.38461538461539,24.225806451612904,31.941176470588236,85.0,89.18181818181819,464.3333333333333,167.2,117.14285714285714,290.0,556.0,615.8,138.8,93.72727272727273,34.611111111111114,34.666666666666664,8.555555555555555,6.0
139,140,876520d90ffffff,1.3274888903473656,103.84999536530039,"POLYGON ((103.86296524477537 1.3239144771205373, 103.85981113567044 1.3369680556361725, 103.8468405107822 1.3405431248181052, 103.83702441120512 1.3310635213891948, 103.84017971194218 1.3180097264283923, 103.85314992083924 1.314435751149279, 103.86296524477537 1.3239144771205373))",6.839556004036327,0.0,0.0,0.0,0.0,44.54522292993631,289.86467236467234,373.34652406417115,502.6650246305419,290.83731513083046,145.00368459837878,121.73757575757575,150.74144736842106,160.67722371967656,174.47560975609755,165.6530156366344,212.4468085106383,417.1773347324239,620.5750332005312,349.6928746928747,179.66698382492865,170.99689762150982,110.47187141216992,42.35143442622951,8.842105263157896,0.0,0.0,0.0,0.0,26.302681992337163,146.5854700854701,263.09134615384613,317.28225806451616,309.99044585987264,273.3739837398374,260.38262910798124,287.363184079602,297.47969543147207,270.7013333333333,296.9355828220859,301.51851851851853,383.1969696969697,359.24912280701756,362.94166666666666,235.71140939597316,228.61797752808988,125.43809523809524,56.02461538461539
140,141,876520c9cffffff,1.4321395316804764,103.69143783845341,"POLYGON ((103.70442318829011 1.428559523907614, 103.70125939583677 1.4416256993884882, 103.6882733029039 1.4452063511943627, 103.67845142825934 1.4357197470642682, 103.68161640755007 1.4226533655386733, 103.69460207486549 1.4190737939958327, 103.70442318829011 1.428559523907614))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,142,876526a58ffffff,1.2159564939308563,103.90115019531817,"POLYGON ((103.9141119554641 1.2123878003680082, 103.9109617288863 1.225431250441293, 103.89799922294408 1.2290006064224452, 103.88818735648391 1.2195254128271449, 103.89133877565725 1.2064817452598378, 103.90430086890929 1.2029134885890291, 103.9141119554641 1.2123878003680082))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,143,876520ca8ffffff,1.3419455027403504,103.66481512643371,"POLYGON ((103.67779877268015 1.3383698164789597, 103.67463440165727 1.3514298857803058, 103.66165001319764 1.3550062177663271, 103.65183042293127 1.3455214008199976, 103.65499597919747 1.3324611303687082, 103.66797994070448 1.3288858778212336, 103.67779877268015 1.3383698164789597))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,144,876520c81ffffff,1.3870385682843267,103.67812505210041,"POLYGON ((103.6911095508097 1.383460721679713, 103.68794546880216 1.3965238515031233, 103.67496022743818 1.400102342987717, 103.66513949458474 1.3906166246040692, 103.66830476263262 1.377553291184106, 103.68128957771127 1.373975879552084, 103.6911095508097 1.383460721679713))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,145,876526ad9ffffff,1.3677317015964654,103.92501073667798,"POLYGON ((103.93797679482367 1.3641555269907724, 103.93482641442736 1.3772099720726385, 103.9218596093765 1.3807868051984415, 103.91204359660128 1.3713080939239661, 103.91519517152994 1.358253424852427, 103.92816156491546 1.3546776908528833, 103.93797679482367 1.3641555269907724))",1.5570469798657718,0.0,0.0,0.0,0.0,20.804878048780488,106.97169811320755,335.04545454545456,154.05833333333334,63.2109375,52.32692307692308,57.735537190082646,56.79710144927536,52.0,61.84615384615385,61.37078651685393,71.24752475247524,214.9337748344371,231.32298136645963,103.59444444444445,63.140776699029125,54.77209302325581,34.9119170984456,13.981308411214954,2.826923076923077,0.0,0.0,0.0,0.0,14.25,46.025,104.625,91.0,89.12903225806451,71.66666666666667,68.55319148936171,58.25757575757576,79.8076923076923,73.98275862068965,94.66,142.81578947368422,175.83333333333334,184.96969696969697,131.725,132.73170731707316,195.92592592592592,79.0,27.565217391304348
145,146,876526375ffffff,1.406900285628899,103.91555645748743,"POLYGON ((103.92852475636353 1.4033221372921822, 103.9253734786489 1.4163798547545687, 103.91240443285284 1.4199586597812424, 103.90258707730807 1.4104786492811527, 103.90573954951384 1.3974207074761071, 103.91870818298749 1.3938430003218178, 103.92852475636353 1.4033221372921822))",2.8680555555555554,0.0,0.0,0.0,0.0,64.33840304182509,350.9520295202952,662.0162601626016,432.98201438848923,286.6756756756757,185.48837209302326,159.7864768683274,148.38170347003154,235.1696113074205,171.99653979238755,145.0453172205438,166.87962962962962,226.12585034013605,181.31880108991825,118.91978609625669,70.12189054726367,60.49856733524355,32.64655172413793,13.308988764044944,3.308333333333333,0.0,0.0,0.0,0.0,42.648648648648646,100.04651162790698,174.35227272727272,294.9113924050633,326.1358024691358,232.63779527559055,290.0098039215686,256.2844827586207,225.38260869565218,198.40350877192984,217.47524752475246,189.67768595041323,227.14953271028037,182.65289256198346,140.864406779661,106.87719298245614,71.05309734513274,49.02777777777778,20.554545454545455
146,147,87652632cffffff,1.407966413011974,104.00001789272208,"POLYGON ((104.01298008585933 1.404388463574082, 104.00983344416788 1.417443745187753, 103.99687050264168 1.421022355708103, 103.98705461035667 1.4115445800830022, 103.9902024494674 1.3984890669340642, 104.0031649836569 1.3949115607536007, 104.01298008585933 1.404388463574082))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,148,876526372ffffff,1.4519789717199802,103.9288880554176,"POLYGON ((103.94185717749001 1.448398626180207, 103.93870619752855 1.461459377172158, 103.92573632809803 1.465040378563262, 103.91591785049188 1.4555595304854425, 103.91907002573662 1.4424985526909961, 103.93203948351835 1.4389186495850839, 103.94185717749001 1.448398626180207))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,149,876520c16ffffff,1.2920493123982804,103.7132497528071,"POLYGON ((103.72622799151623 1.288476213065611, 103.72306674520632 1.3015310586604982, 103.71008776365164 1.3051048079733312, 103.7002704525903 1.2956226276488272, 103.70343288548797 1.282567578247558, 103.71641144307617 1.27899491278453, 103.72622799151623 1.288476213065611))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,150,876520cacffffff,1.3253108378984533,103.68096284474082,"POLYGON ((103.69394469010263 1.321736011161814, 103.69078136046642 1.3347943425976518, 103.67779877268015 1.3383698164789597, 103.66797994070448 1.3288858778212336, 103.671144456033 1.31582734434885, 103.68412661786236 1.3122529513782275, 103.69394469010263 1.321736011161814))",1.0480769230769231,0.0,0.0,0.0,0.0,183.59459459459458,799.4333333333333,577.8,207.87878787878788,39.167095115681235,37.135245901639344,91.83802816901408,230.88659793814432,339.72727272727275,173.97916666666666,253.25555555555556,498.6559139784946,1435.3367346938776,1146.1505376344087,753.925925925926,555.16,263.8831168831169,102.3578947368421,22.581818181818182,2.5,0.0,0.0,0.0,0.0,85.88888888888889,640.6153846153846,638.2307692307693,149.7910447761194,96.11538461538461,201.30769230769232,327.57142857142856,617.4117647058823,603.5625,574.8666666666667,577.9473684210526,1092.9166666666667,1822.6666666666667,1079.9375,804.8421052631579,363.55555555555554,298.59375,378.57142857142856,82.11111111111111
150,151,876526ac0ffffff,1.3178510297166985,103.97335052423303,"POLYGON ((103.9863110868723 1.3142774980477956, 103.98316384550351 1.3273266728809432, 103.97020253534912 1.3309008672958413, 103.96038887546295 1.3214247831844887, 103.96353731267068 1.3083753817393393, 103.97649821413887 1.3048022908252201, 103.9863110868723 1.3142774980477956))",0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.19480519480519481,0.4864864864864865,0.7662337662337663,0.8192771084337349,1.0625,1.3484848484848484,1.1973684210526316,1.875,2.0,2.6853932584269664,8.09009009009009,16.03448275862069,9.857142857142858,3.3434343434343434,1.325,0.3902439024390244,0.06578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.23529411764705882,0.5,0.4,0.9130434782608695,0.6296296296296297,2.142857142857143,0.7272727272727273,1.2916666666666667,1.7142857142857142,1.4848484848484849,4.25,2.8076923076923075,3.40625,0.425531914893617,0.5652173913043478,0.2,0.0
151,152,876520da3ffffff,1.2373733678386052,103.82335702374928,"POLYGON ((103.83632523812416 1.233803330621295, 103.8331705399151 1.24685074321643, 103.82020158100455 1.250421438054275, 103.81038773785095 1.2409436270491698, 103.81354362610637 1.2278960029146386, 103.82651216768427 1.2243264011318111, 103.83632523812416 1.233803330621295))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,153,876526ad4ffffff,1.352178260944985,104.02556366146133,"POLYGON ((104.03852176985232 1.3486031833112846, 104.03537707315272 1.3616534284093629, 104.02241821618804 1.3652291703569686, 104.01260446182451 1.3557535599701214, 104.01575035641365 1.342703082824293, 104.02870880768933 1.3391284479209427, 104.03852176985232 1.3486031833112846))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,154,876526ae0ffffff,1.2620918049799827,103.99889706285636,"POLYGON ((104.01185354733833 1.2585211559078293, 104.0087082494198 1.2715652596035298, 103.99575101723678 1.275136574643888, 103.98593949022404 1.2656626796013009, 103.98908598445365 1.252618348781411, 104.00204280959767 1.2490481399357491, 104.01185354733833 1.2585211559078293))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,155,876520c8cffffff,1.3811309127757903,103.6553188897375,"POLYGON ((103.66830476263262 1.377553291184106, 103.66513949458474 1.3906166246040692, 103.65215287946732 1.3941948900759245, 103.64233196023095 1.3847087437642183, 103.64549841347103 1.3716452088591307, 103.65848460097327 1.3680680215585774, 103.66830476263262 1.377553291184106))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,156,876526adbffffff,1.3902655092855352,103.93167573494851,"POLYGON ((103.94464220420387 1.3866882349273975, 103.94149197274302 1.3997442048315096, 103.92852475636353 1.4033221372921822, 103.91870818298749 1.3938430003218178, 103.9218596093765 1.3807868051984415, 103.93482641442736 1.3772099720726385, 103.94464220420387 1.3866882349273975))",6.725,0.0,0.0,0.0,0.0,49.5,345.32142857142856,484.74545454545455,343.56666666666666,156.73846153846154,160.51063829787233,142.79310344827587,154.67241379310346,126.08450704225352,134.36363636363637,109.38571428571429,125.91176470588235,192.14473684210526,296.95,164.4578313253012,114.33333333333333,94.29577464788733,43.977777777777774,22.180722891566266,9.76923076923077,0.0,0.0,0.0,0.0,28.238095238095237,89.56,111.82758620689656,162.6551724137931,135.86666666666667,229.85,217.85,200.16666666666666,216.52380952380952,164.95454545454547,207.0,175.0909090909091,247.89473684210526,213.1304347826087,215.85,178.44444444444446,88.44,60.18518518518518,28.88888888888889
156,157,876520cf6ffffff,1.3526738301856638,103.62585784897819,"POLYGON ((103.63884466337763 1.3490975101558709, 103.63567806635977 1.3621595142103562, 103.6226905103923 1.3657364775432934, 103.612869980939 1.3562503603468543, 103.61603776190061 1.3431881581412333, 103.6290248885901 1.3396122710907536, 103.63884466337763 1.3490975101558709))",1.0,0.0,0.0,0.0,0.0,0.0,169.0,44.0,201.0,222.0,113.0,94.0,142.0,73.0,139.0,161.0,386.0,560.0,523.0,164.0,249.0,169.0,141.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,25.0,96.0,35.5,54.0,36.0,48.0,34.0,34.0,48.0,30.0,52.0,73.0,78.0,98.0,74.0,37.0,6.0
157,158,876526a08ffffff,1.2063558066556375,104.02443175052139,"POLYGON ((104.03738415408901 1.202788056789147, 104.03424079940518 1.215827062435782, 104.021287647952 1.2193954814824213, 104.01147825678831 1.209923785812332, 104.01462280825288 1.1968845525344123, 104.02757555431263 1.1933172423651042, 104.03738415408901 1.202788056789147))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,159,876526aebffffff,1.283520416474042,103.92113534642768,"POLYGON ((103.93409834197121 1.2799484224529838, 103.93094856096236 1.2929965099862004, 103.91798481896618 1.2965691651841897, 103.9081712698745 1.2870926327041046, 103.91132224466547 1.2740443239931347, 103.9242855749799 1.2704727687474902, 103.93409834197121 1.2799484224529838))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
